id,base_latitude,base_longitude,capability
0,32.737651457045,-117.0884107741496,BASIC
1,32.793745493414015,-117.07624692996808,BASIC
2,32.716430999376506,-117.0723066414098,BASIC
3,32.782791392470024,-117.11856544521162,BASIC
4,32.76291219223106,-117.15633260051138,BASIC
