id,date,latitude,longitude,priority,ambulance,start_time,TO_INCIDENT_duration,AT_INCIDENT_duration,TO_HOSPITAL_duration,AT_HOSPITAL_duration,TO_BASE_duration,OTHER_duration,hospital_latitude,hospital_longitude
113,2019-01-31 09:56:24.100,32.75414513519961,-117.1230986113325,,2,2019-01-31 09:56:24.100,0 days 00:03:57,0 days 00:06:48,0 days 00:01:11,0 days 00:05:33,0 days 00:03:39,0 days,32.736006,-117.127023
114,2019-01-31 10:00:10.100,32.732757271926786,-117.16219212198024,,0,2019-01-31 10:03:52.100,0 days 00:04:22,0 days 00:08:52,0 days 00:02:08,0 days 00:06:05,0 days 00:02:20,0 days,32.736006,-117.127023
115,2019-01-31 10:03:42.100,32.71131421626485,-117.04618130193384,,1,2019-01-31 10:07:27.100,0 days 00:06:00,0 days 00:09:42,0 days 00:00:44,0 days 00:09:30,0 days 00:05:20,0 days,32.724462,-117.048276
116,2019-01-31 10:10:22.100,32.75685628584229,-117.07201003346329,,3,2019-01-31 10:14:51.100,0 days 00:03:14,0 days 00:08:40,0 days 00:01:56,0 days 00:05:36,0 days 00:01:27,0 days,32.776485,-117.09868
117,2019-01-31 10:15:40.100,32.720042862714784,-117.1186120888742,,2,2019-01-31 10:17:32.100,0 days 00:02:59,0 days 00:09:31,0 days 00:01:10,0 days 00:08:10,0 days 00:03:39,0 days,32.736006,-117.127023
118,2019-01-31 10:21:17.100,32.77477531573284,-117.02408394269337,,4,2019-01-31 10:21:17.100,0 days 00:07:39,0 days 00:08:18,0 days 00:03:52,0 days 00:06:19,0 days 00:06:40,0 days,32.724462,-117.048276
119,2019-01-31 10:25:23.100,32.754677012691324,-117.1448055634602,,0,2019-01-31 10:27:39.100,0 days 00:03:13,0 days 00:07:58,0 days 00:01:50,0 days 00:09:56,0 days 00:02:20,0 days,32.736006,-117.127023
120,2019-01-31 10:29:42.100,32.806484841629505,-117.06718211683692,,3,2019-01-31 10:35:44.100,0 days 00:03:20,0 days 00:06:17,0 days 00:02:47,0 days 00:05:02,0 days 00:01:27,0 days,32.776485,-117.09868
121,2019-01-31 10:36:13.100,32.8098652708835,-117.02163423590508,,1,2019-01-31 10:38:43.100,0 days 00:03:33,0 days 00:06:16,0 days 00:04:58,0 days 00:06:48,0 days 00:01:52,0 days,32.776485,-117.09868
122,2019-01-31 10:42:41.100,32.71207146789325,-117.08566628858412,,2,2019-01-31 10:43:01.100,0 days 00:00:54,0 days 00:07:21,0 days 00:02:13,0 days 00:05:59,0 days 00:01:24,0 days,32.724462,-117.048276
123,2019-01-31 10:49:30.100,32.81694865910413,-117.07993285168214,,0,2019-01-31 10:52:56.100,0 days 00:05:32,0 days 00:07:41,0 days 00:03:05,0 days 00:09:46,0 days 00:02:47,0 days,32.776485,-117.09868
124,2019-01-31 10:56:30.100,32.71668664331799,-117.11994449835667,,4,2019-01-31 10:56:30.100,0 days 00:04:03,0 days 00:08:35,0 days 00:01:18,0 days 00:05:25,0 days 00:02:11,0 days,32.736006,-117.127023
125,2019-01-31 11:00:01.100,32.77978191207164,-117.04833991105956,,3,2019-01-31 11:00:01.100,0 days 00:04:11,0 days 00:09:38,0 days 00:02:47,0 days 00:08:24,0 days 00:01:27,0 days,32.776485,-117.09868
126,2019-01-31 11:06:28.100,32.77203845239381,-117.05852479485132,,1,2019-01-31 11:06:28.100,0 days 00:01:37,0 days 00:06:04,0 days 00:02:24,0 days 00:05:43,0 days 00:01:52,0 days,32.776485,-117.09868
127,2019-01-31 11:11:53.100,32.79692941161041,-117.08357788226228,,2,2019-01-31 11:11:53.100,0 days 00:05:39,0 days 00:07:20,0 days 00:01:43,0 days 00:06:57,0 days 00:04:16,0 days,32.776485,-117.09868
128,2019-01-31 11:16:45.100,32.79559286090234,-117.15652909439385,,4,2019-01-31 11:18:02.100,0 days 00:02:00,0 days 00:06:38,0 days 00:03:41,0 days 00:07:36,0 days 00:03:31,0 days,32.776485,-117.09868
129,2019-01-31 11:20:58.100,32.787444227894014,-117.0712893711004,,0,2019-01-31 11:21:47.100,0 days 00:03:42,0 days 00:08:21,0 days 00:01:40,0 days 00:08:24,0 days 00:02:47,0 days,32.776485,-117.09868
130,2019-01-31 11:27:39.100,32.816362413209255,-117.08886769883236,,1,2019-01-31 11:27:39.100,0 days 00:01:48,0 days 00:09:06,0 days 00:02:37,0 days 00:06:03,0 days 00:01:52,0 days,32.776485,-117.09868
131,2019-01-31 11:30:44.100,32.78097995454759,-117.08259860666334,,3,2019-01-31 11:30:44.100,0 days 00:02:07,0 days 00:08:30,0 days 00:00:50,0 days 00:05:04,0 days 00:01:27,0 days,32.776485,-117.09868
132,2019-01-31 11:36:17.100,32.756669796745435,-117.064638997818,,2,2019-01-31 11:37:48.100,0 days 00:02:36,0 days 00:09:10,0 days 00:02:16,0 days 00:08:18,0 days 00:04:16,0 days,32.776485,-117.09868
133,2019-01-31 11:39:39.100,32.71467626655051,-117.05968445956115,,4,2019-01-31 11:41:28.100,0 days 00:06:19,0 days 00:06:23,0 days 00:00:49,0 days 00:06:44,0 days 00:06:40,0 days,32.724462,-117.048276
134,2019-01-31 11:42:53.100,32.719744816430754,-117.02685686409548,,0,2019-01-31 11:46:41.100,0 days 00:03:49,0 days 00:06:22,0 days 00:01:25,0 days 00:07:40,0 days 00:02:33,0 days,32.724462,-117.048276
135,2019-01-31 11:47:21.100,32.73869210545219,-117.12822138834564,,3,2019-01-31 11:48:42.100,0 days 00:03:10,0 days 00:07:10,0 days 00:00:22,0 days 00:09:28,0 days 00:03:08,0 days,32.736006,-117.127023
136,2019-01-31 11:50:36.100,32.82192400362939,-117.05871273596183,,1,2019-01-31 11:50:36.100,0 days 00:02:09,0 days 00:09:26,0 days 00:03:32,0 days 00:06:08,0 days 00:01:52,0 days,32.776485,-117.09868
137,2019-01-31 11:56:27.100,32.78845281579193,-117.0999759971386,,2,2019-01-31 12:04:24.100,0 days 00:05:13,0 days 00:05:36,0 days 00:01:00,0 days 00:07:17,0 days 00:04:16,0 days,32.776485,-117.09868
138,2019-01-31 11:59:53.100,32.805265780927826,-117.07364287285426,,4,2019-01-31 12:08:23.100,0 days 00:05:26,0 days 00:09:32,0 days 00:02:25,0 days 00:08:52,0 days 00:03:31,0 days,32.776485,-117.09868
139,2019-01-31 12:05:30.100,32.728764139968426,-117.13162022572683,,0,2019-01-31 12:08:30.100,0 days 00:02:32,0 days 00:08:35,0 days 00:00:42,0 days 00:06:24,0 days 00:02:20,0 days,32.736006,-117.127023
140,2019-01-31 12:11:14.100,32.81462915020984,-117.04860336978416,,3,2019-01-31 12:12:00.100,0 days 00:04:37,0 days 00:06:50,0 days 00:03:46,0 days 00:06:54,0 days 00:01:27,0 days,32.776485,-117.09868
141,2019-01-31 12:17:10.100,32.716814290042265,-117.1483196329917,,1,2019-01-31 12:17:10.100,0 days 00:06:30,0 days 00:06:35,0 days 00:01:55,0 days 00:09:49,0 days 00:05:15,0 days,32.736006,-117.127023
142,2019-01-31 12:24:10.100,32.73422430158511,-117.01782756827708,,2,2019-01-31 12:27:46.100,0 days 00:03:14,0 days 00:07:39,0 days 00:02:05,0 days 00:09:28,0 days 00:01:24,0 days,32.724462,-117.048276
143,2019-01-31 12:29:29.100,32.804135457434384,-117.09170881756854,,0,2019-01-31 12:29:29.100,0 days 00:04:33,0 days 00:05:52,0 days 00:02:01,0 days 00:08:56,0 days 00:02:47,0 days,32.776485,-117.09868
144,2019-01-31 12:32:35.100,32.778898544747314,-117.08873232636968,,3,2019-01-31 12:35:34.100,0 days 00:01:46,0 days 00:06:46,0 days 00:00:43,0 days 00:06:42,0 days 00:01:27,0 days,32.776485,-117.09868
145,2019-01-31 12:36:27.100,32.79995811535313,-117.14203647493272,,4,2019-01-31 12:38:09.100,0 days 00:02:55,0 days 00:07:54,0 days 00:02:59,0 days 00:07:45,0 days 00:03:31,0 days,32.776485,-117.09868
146,2019-01-31 12:43:26.100,32.82180066923371,-117.07727714943672,,1,2019-01-31 12:47:14.100,0 days 00:01:35,0 days 00:06:31,0 days 00:03:16,0 days 00:06:08,0 days 00:01:52,0 days,32.776485,-117.09868
147,2019-01-31 12:50:23.100,32.74397295153463,-117.09911720386366,,2,2019-01-31 12:51:36.100,0 days 00:02:27,0 days 00:09:58,0 days 00:01:25,0 days 00:09:39,0 days 00:03:39,0 days,32.736006,-117.127023
148,2019-01-31 12:57:04.100,32.714408595632875,-117.12744552679943,,0,2019-01-31 12:57:04.100,0 days 00:02:48,0 days 00:06:16,0 days 00:01:23,0 days 00:08:02,0 days 00:02:20,0 days,32.736006,-117.127023
149,2019-01-31 13:00:19.100,32.74823208570912,-117.02082860463024,,3,2019-01-31 13:00:19.100,0 days 00:06:19,0 days 00:05:41,0 days 00:02:22,0 days 00:08:00,0 days 00:05:45,0 days,32.724462,-117.048276
150,2019-01-31 13:04:49.100,32.79193395423411,-117.07043281869828,,4,2019-01-31 13:04:49.100,0 days 00:05:24,0 days 00:05:08,0 days 00:01:40,0 days 00:05:19,0 days 00:03:31,0 days,32.776485,-117.09868
151,2019-01-31 13:11:05.100,32.783815690119994,-117.07167042559112,,1,2019-01-31 13:11:05.100,0 days 00:00:39,0 days 00:09:16,0 days 00:01:33,0 days 00:08:33,0 days 00:01:52,0 days,32.776485,-117.09868
152,2019-01-31 13:15:26.100,32.79902819566413,-117.03965932442912,,0,2019-01-31 13:17:53.100,0 days 00:05:02,0 days 00:05:23,0 days 00:03:43,0 days 00:05:05,0 days 00:02:47,0 days,32.776485,-117.09868
153,2019-01-31 13:20:28.100,32.812827857960315,-117.16381544025158,,2,2019-01-31 13:20:28.100,0 days 00:08:29,0 days 00:08:38,0 days 00:04:21,0 days 00:09:13,0 days 00:04:16,0 days,32.776485,-117.09868
154,2019-01-31 13:23:45.100,32.7264364870958,-117.09161128065942,,4,2019-01-31 13:25:51.100,0 days 00:04:42,0 days 00:09:24,0 days 00:02:04,0 days 00:05:57,0 days 00:02:11,0 days,32.736006,-117.127023
155,2019-01-31 13:28:54.100,32.77985417691474,-117.15783773591716,,3,2019-01-31 13:28:54.100,0 days 00:02:08,0 days 00:07:32,0 days 00:03:29,0 days 00:08:51,0 days 00:01:27,0 days,32.776485,-117.09868
156,2019-01-31 13:35:38.100,32.71490479650186,-117.14909173104608,,1,2019-01-31 13:35:38.100,0 days 00:06:30,0 days 00:06:54,0 days 00:02:23,0 days 00:06:10,0 days 00:05:15,0 days,32.736006,-117.127023
157,2019-01-31 13:41:23.100,32.81186235345436,-117.09556929858216,,0,2019-01-31 13:41:23.100,0 days 00:05:10,0 days 00:09:35,0 days 00:02:21,0 days 00:07:36,0 days 00:02:47,0 days,32.776485,-117.09868
158,2019-01-31 13:48:12.100,32.78067960006518,-117.15557502041172,,4,2019-01-31 13:50:09.100,0 days 00:01:12,0 days 00:08:34,0 days 00:03:24,0 days 00:09:57,0 days 00:03:31,0 days,32.776485,-117.09868
159,2019-01-31 13:54:43.100,32.71505813979888,-117.09709645172616,,3,2019-01-31 13:54:43.100,0 days 00:04:56,0 days 00:05:26,0 days 00:02:08,0 days 00:05:05,0 days 00:03:08,0 days,32.736006,-117.127023
160,2019-01-31 13:57:46.100,32.82169799887325,-117.03957702014507,,2,2019-01-31 13:57:46.100,0 days 00:07:24,0 days 00:07:18,0 days 00:04:33,0 days 00:09:36,0 days 00:04:16,0 days,32.776485,-117.09868
161,2019-01-31 14:03:13.100,32.76154916810468,-117.09878826252968,,1,2019-01-31 14:03:13.100,0 days 00:02:27,0 days 00:08:58,0 days 00:01:07,0 days 00:07:04,0 days 00:01:52,0 days,32.776485,-117.09868
162,2019-01-31 14:09:20.100,32.747161907210504,-117.03185652548824,,0,2019-01-31 14:09:20.100,0 days 00:03:15,0 days 00:08:34,0 days 00:02:06,0 days 00:09:20,0 days 00:02:33,0 days,32.724462,-117.048276
163,2019-01-31 14:13:41.100,32.814215820999266,-117.11060597968704,,3,2019-01-31 14:15:26.100,0 days 00:02:12,0 days 00:05:15,0 days 00:02:39,0 days 00:05:42,0 days 00:01:27,0 days,32.776485,-117.09868
164,2019-01-31 14:17:14.100,32.73911765753481,-117.13924941190145,,4,2019-01-31 14:17:14.100,0 days 00:01:42,0 days 00:05:02,0 days 00:00:45,0 days 00:08:26,0 days 00:02:11,0 days,32.736006,-117.127023
165,2019-01-31 14:24:11.100,32.76668833900197,-117.16556585460162,,1,2019-01-31 14:24:41.100,0 days 00:05:30,0 days 00:06:11,0 days 00:03:05,0 days 00:08:13,0 days 00:05:15,0 days,32.736006,-117.127023
166,2019-01-31 14:30:37.100,32.73543762204593,-117.06360170638835,,2,2019-01-31 14:30:53.100,0 days 00:01:28,0 days 00:08:36,0 days 00:01:09,0 days 00:07:53,0 days 00:01:24,0 days,32.724462,-117.048276
167,2019-01-31 14:33:47.100,32.74437905535018,-117.16278925030882,,3,2019-01-31 14:33:47.100,0 days 00:03:47,0 days 00:09:55,0 days 00:02:12,0 days 00:05:48,0 days 00:03:08,0 days,32.736006,-117.127023
168,2019-01-31 14:39:46.100,32.744949411123386,-117.11733638284971,,0,2019-01-31 14:39:46.100,0 days 00:02:04,0 days 00:09:24,0 days 00:00:45,0 days 00:08:03,0 days 00:02:20,0 days,32.736006,-117.127023
169,2019-01-31 14:45:11.100,32.80010339756362,-117.135373078148,,4,2019-01-31 14:45:11.100,0 days 00:02:45,0 days 00:09:47,0 days 00:02:33,0 days 00:08:06,0 days 00:03:31,0 days,32.776485,-117.09868
170,2019-01-31 14:49:22.100,32.76167016847186,-117.13971399643438,,2,2019-01-31 14:51:23.100,0 days 00:05:03,0 days 00:07:27,0 days 00:01:58,0 days 00:09:21,0 days 00:03:39,0 days,32.736006,-117.127023
171,2019-01-31 14:52:28.100,32.78966103498254,-117.08598061522709,,1,2019-01-31 14:52:55.100,0 days 00:00:39,0 days 00:09:42,0 days 00:01:21,0 days 00:06:05,0 days 00:01:52,0 days,32.776485,-117.09868
172,2019-01-31 14:56:16.100,32.74521254474015,-117.15011879291848,,3,2019-01-31 14:58:37.100,0 days 00:03:10,0 days 00:09:29,0 days 00:01:42,0 days 00:07:04,0 days 00:03:08,0 days,32.736006,-117.127023
173,2019-01-31 15:01:06.100,32.75394226836393,-117.1169362279362,,0,2019-01-31 15:02:22.100,0 days 00:02:05,0 days 00:07:10,0 days 00:01:15,0 days 00:05:32,0 days 00:02:20,0 days,32.736006,-117.127023
174,2019-01-31 15:07:05.100,32.73420442142723,-117.13953033483986,,4,2019-01-31 15:11:53.100,0 days 00:01:43,0 days 00:05:11,0 days 00:01:00,0 days 00:09:28,0 days 00:02:11,0 days,32.736006,-117.127023
175,2019-01-31 15:13:39.100,32.76288033604068,-117.16092600064184,,1,2019-01-31 15:13:39.100,0 days 00:05:25,0 days 00:09:30,0 days 00:02:43,0 days 00:09:01,0 days 00:05:15,0 days,32.736006,-117.127023
176,2019-01-31 15:20:17.100,32.75232221547459,-117.16531815132085,,2,2019-01-31 15:20:17.100,0 days 00:05:53,0 days 00:06:41,0 days 00:02:28,0 days 00:07:11,0 days 00:03:39,0 days,32.736006,-117.127023
177,2019-01-31 15:25:41.100,32.814737692964805,-117.0561501381586,,3,2019-01-31 15:25:41.100,0 days 00:04:24,0 days 00:06:42,0 days 00:03:36,0 days 00:06:32,0 days 00:01:27,0 days,32.776485,-117.09868
178,2019-01-31 15:29:03.100,32.74176589037485,-117.02989815818825,,0,2019-01-31 15:29:03.100,0 days 00:03:34,0 days 00:07:15,0 days 00:01:49,0 days 00:06:00,0 days 00:02:33,0 days,32.724462,-117.048276
179,2019-01-31 15:35:46.100,32.7240276319179,-117.13167565166393,,4,2019-01-31 15:35:46.100,0 days 00:02:56,0 days 00:05:28,0 days 00:01:06,0 days 00:09:15,0 days 00:02:11,0 days,32.736006,-117.127023
180,2019-01-31 15:40:05.100,32.745244907719844,-117.118385717587,,1,2019-01-31 15:45:33.100,0 days 00:03:50,0 days 00:08:51,0 days 00:00:45,0 days 00:05:26,0 days 00:05:15,0 days,32.736006,-117.127023
181,2019-01-31 15:43:10.100,32.731459893743235,-117.12689745812088,,2,2019-01-31 15:46:09.100,0 days 00:03:20,0 days 00:05:07,0 days 00:00:47,0 days 00:05:00,0 days 00:03:39,0 days,32.736006,-117.127023
182,2019-01-31 15:48:58.100,32.74206781658587,-117.14011723316926,,3,2019-01-31 15:48:58.100,0 days 00:03:08,0 days 00:05:12,0 days 00:00:45,0 days 00:07:40,0 days 00:03:08,0 days,32.736006,-117.127023
183,2019-01-31 15:52:59.100,32.81412532723469,-117.08302739850517,,0,2019-01-31 15:52:59.100,0 days 00:05:18,0 days 00:05:50,0 days 00:02:28,0 days 00:08:43,0 days 00:02:47,0 days,32.776485,-117.09868
184,2019-01-31 15:58:55.100,32.79329782166333,-117.03324064132153,,4,2019-01-31 15:58:55.100,0 days 00:07:35,0 days 00:05:45,0 days 00:04:02,0 days 00:08:45,0 days 00:03:31,0 days,32.776485,-117.09868
185,2019-01-31 16:04:06.100,32.78122544001819,-117.10587188862137,,2,2019-01-31 16:04:06.100,0 days 00:04:35,0 days 00:05:14,0 days 00:00:34,0 days 00:08:02,0 days 00:04:16,0 days,32.776485,-117.09868
186,2019-01-31 16:07:53.100,32.80589792615398,-117.13232782447515,,3,2019-01-31 16:08:51.100,0 days 00:01:47,0 days 00:09:26,0 days 00:02:57,0 days 00:07:22,0 days 00:01:27,0 days,32.776485,-117.09868
187,2019-01-31 16:13:46.100,32.7258210895328,-117.11760359424126,,1,2019-01-31 16:13:46.100,0 days 00:05:18,0 days 00:07:37,0 days 00:01:07,0 days 00:05:57,0 days 00:05:15,0 days,32.736006,-117.127023
188,2019-01-31 16:18:31.100,32.73571085018543,-117.09670308896963,,0,2019-01-31 16:18:31.100,0 days 00:00:33,0 days 00:09:22,0 days 00:01:36,0 days 00:09:18,0 days 00:02:20,0 days,32.736006,-117.127023
189,2019-01-31 16:23:16.100,32.72667702530781,-117.12593263250416,,2,2019-01-31 16:26:47.100,0 days 00:03:24,0 days 00:09:36,0 days 00:00:47,0 days 00:07:42,0 days 00:03:39,0 days,32.736006,-117.127023
190,2019-01-31 16:26:45.100,32.73669770611578,-117.14876657786763,,4,2019-01-31 16:28:33.100,0 days 00:01:56,0 days 00:06:57,0 days 00:01:24,0 days 00:07:31,0 days 00:02:11,0 days,32.736006,-117.127023
191,2019-01-31 16:31:41.100,32.77945767696238,-117.16227984777314,,3,2019-01-31 16:31:50.100,0 days 00:02:33,0 days 00:06:53,0 days 00:03:38,0 days 00:05:45,0 days 00:03:08,0 days,32.736006,-117.127023
192,2019-01-31 16:37:24.100,32.758075036826256,-117.07469228299716,,1,2019-01-31 16:39:00.100,0 days 00:02:37,0 days 00:09:37,0 days 00:01:56,0 days 00:09:28,0 days 00:01:52,0 days,32.776485,-117.09868
193,2019-01-31 16:42:01.100,32.713147700750014,-117.1211117986829,,0,2019-01-31 16:42:01.100,0 days 00:02:36,0 days 00:07:53,0 days 00:01:49,0 days 00:09:17,0 days 00:02:20,0 days,32.736006,-117.127023
194,2019-01-31 16:46:18.100,32.72792842502602,-117.0612335653023,,4,2019-01-31 16:48:32.100,0 days 00:06:02,0 days 00:08:02,0 days 00:00:48,0 days 00:09:25,0 days 00:06:40,0 days,32.724462,-117.048276
195,2019-01-31 16:52:48.100,32.7947461570365,-117.08719612805363,,2,2019-01-31 16:52:48.100,0 days 00:05:23,0 days 00:06:31,0 days 00:01:19,0 days 00:05:27,0 days 00:04:16,0 days,32.776485,-117.09868
196,2019-01-31 16:57:41.100,32.73089728630205,-117.08209604242384,,3,2019-01-31 16:57:41.100,0 days 00:04:01,0 days 00:06:25,0 days 00:02:01,0 days 00:05:51,0 days 00:05:45,0 days,32.724462,-117.048276
197,2019-01-31 17:03:25.100,32.76377261711752,-117.07041255242432,,1,2019-01-31 17:04:30.100,0 days 00:01:54,0 days 00:06:04,0 days 00:01:56,0 days 00:08:30,0 days 00:01:52,0 days,32.776485,-117.09868
198,2019-01-31 17:07:59.100,32.73919015046381,-117.06291226385297,,0,2019-01-31 17:07:59.100,0 days 00:01:23,0 days 00:09:26,0 days 00:01:28,0 days 00:08:59,0 days 00:02:33,0 days,32.724462,-117.048276
199,2019-01-31 17:11:08.100,32.714045942698085,-117.10908497136084,,2,2019-01-31 17:15:44.100,0 days 00:01:52,0 days 00:07:51,0 days 00:01:46,0 days 00:08:35,0 days 00:03:39,0 days,32.736006,-117.127023
200,2019-01-31 17:14:18.100,32.71905949063322,-117.16757324630731,,4,2019-01-31 17:19:29.100,0 days 00:03:08,0 days 00:07:19,0 days 00:02:37,0 days 00:07:18,0 days 00:02:11,0 days,32.736006,-117.127023
201,2019-01-31 17:19:14.100,32.776912945616985,-117.13496433499893,,3,2019-01-31 17:21:44.100,0 days 00:00:44,0 days 00:08:07,0 days 00:02:15,0 days 00:06:26,0 days 00:01:27,0 days,32.776485,-117.09868
202,2019-01-31 17:24:25.100,32.81141228165801,-117.09264224303077,,1,2019-01-31 17:24:46.100,0 days 00:01:42,0 days 00:09:19,0 days 00:02:21,0 days 00:09:34,0 days 00:01:52,0 days,32.776485,-117.09868
203,2019-01-31 17:30:12.100,32.713744575346226,-117.06860842296835,,0,2019-01-31 17:31:48.100,0 days 00:01:55,0 days 00:06:40,0 days 00:01:09,0 days 00:09:13,0 days 00:02:33,0 days,32.724462,-117.048276
204,2019-01-31 17:36:00.100,32.74562085282645,-117.11956380089327,,2,2019-01-31 17:39:27.100,0 days 00:03:41,0 days 00:09:34,0 days 00:00:45,0 days 00:07:17,0 days 00:03:39,0 days,32.736006,-117.127023
205,2019-01-31 17:40:49.100,32.74267966663396,-117.11731098646064,,3,2019-01-31 17:40:49.100,0 days 00:03:07,0 days 00:06:03,0 days 00:00:26,0 days 00:05:30,0 days 00:03:08,0 days,32.736006,-117.127023
206,2019-01-31 17:45:02.100,32.80002215517304,-117.10141464445616,,4,2019-01-31 17:45:02.100,0 days 00:04:05,0 days 00:06:28,0 days 00:01:42,0 days 00:07:29,0 days 00:03:31,0 days,32.776485,-117.09868
207,2019-01-31 17:50:22.100,32.80823509754673,-117.1350244436938,,1,2019-01-31 17:50:22.100,0 days 00:03:33,0 days 00:08:22,0 days 00:02:57,0 days 00:08:17,0 days 00:01:52,0 days,32.776485,-117.09868
208,2019-01-31 17:57:17.100,32.747740920880325,-117.0477744492238,,0,2019-01-31 17:57:17.100,0 days 00:02:36,0 days 00:08:22,0 days 00:01:52,0 days 00:06:17,0 days 00:02:33,0 days,32.724462,-117.048276
209,2019-01-31 18:01:59.100,32.756100084661874,-117.070588295103,,3,2019-01-31 18:01:59.100,0 days 00:03:21,0 days 00:09:17,0 days 00:01:56,0 days 00:07:35,0 days 00:01:27,0 days,32.776485,-117.09868
210,2019-01-31 18:05:04.100,32.75402910916528,-117.0593885069247,,2,2019-01-31 18:05:04.100,0 days 00:02:35,0 days 00:09:01,0 days 00:02:00,0 days 00:06:14,0 days 00:01:24,0 days,32.724462,-117.048276
211,2019-01-31 18:09:57.100,32.720277960182855,-117.10717370945422,,4,2019-01-31 18:09:57.100,0 days 00:04:11,0 days 00:07:11,0 days 00:01:13,0 days 00:07:03,0 days 00:02:11,0 days,32.736006,-117.127023
212,2019-01-31 18:13:24.100,32.75223686444577,-117.0813911739737,,1,2019-01-31 18:15:23.100,0 days 00:02:38,0 days 00:07:17,0 days 00:01:46,0 days 00:09:33,0 days 00:01:52,0 days,32.776485,-117.09868
213,2019-01-31 18:20:02.100,32.788690658704034,-117.03465882211503,,0,2019-01-31 18:20:02.100,0 days 00:04:38,0 days 00:06:22,0 days 00:03:37,0 days 00:06:52,0 days 00:02:47,0 days,32.776485,-117.09868
214,2019-01-31 18:23:48.100,32.78177064647059,-117.0259386080442,,3,2019-01-31 18:25:35.100,0 days 00:05:24,0 days 00:06:12,0 days 00:04:10,0 days 00:09:01,0 days 00:01:27,0 days,32.776485,-117.09868
215,2019-01-31 18:30:15.100,32.783874897554306,-117.09473146318506,,2,2019-01-31 18:30:15.100,0 days 00:04:58,0 days 00:07:44,0 days 00:00:26,0 days 00:07:59,0 days 00:04:16,0 days,32.776485,-117.09868
216,2019-01-31 18:36:41.100,32.7458995269843,-117.13290553001372,,4,2019-01-31 18:36:41.100,0 days 00:01:51,0 days 00:06:26,0 days 00:00:39,0 days 00:06:00,0 days 00:02:11,0 days,32.736006,-117.127023
217,2019-01-31 18:40:12.100,32.80721534042433,-117.11079060404248,,1,2019-01-31 18:40:12.100,0 days 00:02:11,0 days 00:08:07,0 days 00:01:57,0 days 00:05:10,0 days 00:01:52,0 days,32.776485,-117.09868
218,2019-01-31 18:45:30.100,32.7986400073128,-117.12758088076592,,0,2019-01-31 18:45:30.100,0 days 00:04:31,0 days 00:07:37,0 days 00:02:00,0 days 00:08:31,0 days 00:02:47,0 days,32.776485,-117.09868
219,2019-01-31 18:50:12.100,32.79859417769241,-117.10067659145776,,3,2019-01-31 18:51:49.100,0 days 00:01:42,0 days 00:07:14,0 days 00:01:42,0 days 00:09:40,0 days 00:01:27,0 days,32.776485,-117.09868
220,2019-01-31 18:57:01.100,32.815159643012976,-117.15821859916925,,4,2019-01-31 18:57:01.100,0 days 00:03:46,0 days 00:05:20,0 days 00:04:29,0 days 00:08:27,0 days 00:03:31,0 days,32.776485,-117.09868
221,2019-01-31 19:02:23.100,32.76787404653481,-117.14996321609787,,1,2019-01-31 19:02:23.100,0 days 00:04:25,0 days 00:08:35,0 days 00:02:30,0 days 00:07:44,0 days 00:05:15,0 days,32.736006,-117.127023
222,2019-01-31 19:05:23.100,32.77297385891238,-117.05225707566706,,2,2019-01-31 19:05:23.100,0 days 00:04:05,0 days 00:05:32,0 days 00:02:46,0 days 00:06:54,0 days 00:04:16,0 days,32.776485,-117.09868
223,2019-01-31 19:08:51.100,32.75785119758184,-117.12840492704068,,0,2019-01-31 19:10:56.100,0 days 00:02:42,0 days 00:07:57,0 days 00:01:19,0 days 00:09:00,0 days 00:02:20,0 days,32.736006,-117.127023
224,2019-01-31 19:14:00.100,32.728702895179474,-117.12191894772434,,3,2019-01-31 19:14:00.100,0 days 00:03:34,0 days 00:05:30,0 days 00:00:35,0 days 00:05:38,0 days 00:03:08,0 days,32.736006,-117.127023
225,2019-01-31 19:19:58.100,32.79728436830526,-117.1354945581706,,4,2019-01-31 19:22:34.100,0 days 00:02:45,0 days 00:05:08,0 days 00:02:33,0 days 00:09:48,0 days 00:03:31,0 days,32.776485,-117.09868
226,2019-01-31 19:23:27.100,32.79690207159102,-117.06565351078268,,2,2019-01-31 19:28:56.100,0 days 00:05:50,0 days 00:09:28,0 days 00:02:15,0 days 00:06:32,0 days 00:04:16,0 days,32.776485,-117.09868
227,2019-01-31 19:26:41.100,32.71254376813204,-117.13402367215292,,1,2019-01-31 19:30:52.100,0 days 00:06:19,0 days 00:05:04,0 days 00:01:48,0 days 00:05:37,0 days 00:05:15,0 days,32.736006,-117.127023
228,2019-01-31 19:30:52.100,32.76428902935762,-117.08454952736042,,3,2019-01-31 19:32:25.100,0 days 00:02:27,0 days 00:07:39,0 days 00:01:20,0 days 00:08:38,0 days 00:01:27,0 days,32.776485,-117.09868
229,2019-01-31 19:37:49.100,32.78795823959653,-117.11255477778394,,0,2019-01-31 19:37:49.100,0 days 00:03:47,0 days 00:08:39,0 days 00:01:11,0 days 00:06:30,0 days 00:02:47,0 days,32.776485,-117.09868
230,2019-01-31 19:44:30.100,32.82189463446986,-117.0242956670669,,4,2019-01-31 19:46:19.100,0 days 00:08:38,0 days 00:08:36,0 days 00:05:04,0 days 00:05:47,0 days 00:03:31,0 days,32.776485,-117.09868
