id,date,latitude,longitude,priority,ambulance,start_time,TO_INCIDENT_duration,AT_INCIDENT_duration,TO_HOSPITAL_duration,AT_HOSPITAL_duration,TO_BASE_duration,OTHER_duration,hospital_latitude,hospital_longitude
231,2019-01-31 19:50:58.100,32.73612573375425,-117.06482385680674,,3,2019-01-31 19:53:56.100,0 days 00:04:26,0 days 00:07:17,0 days 00:01:21,0 days 00:05:19,0 days 00:05:45,0 days,32.724462,-117.048276
232,2019-01-31 19:56:55.100,32.793953846966176,-117.1528264175721,,1,2019-01-31 19:56:55.100,0 days 00:04:41,0 days 00:07:37,0 days 00:03:08,0 days 00:05:48,0 days 00:01:52,0 days,32.776485,-117.09868
233,2019-01-31 20:01:22.100,32.79457298745841,-117.06494927998476,,0,2019-01-31 20:01:22.100,0 days 00:03:55,0 days 00:06:31,0 days 00:02:15,0 days 00:06:06,0 days 00:02:47,0 days,32.776485,-117.09868
234,2019-01-31 20:05:47.100,32.818562749115905,-117.03914157247748,,2,2019-01-31 20:05:47.100,0 days 00:07:24,0 days 00:09:40,0 days 00:04:28,0 days 00:07:49,0 days 00:04:16,0 days,32.776485,-117.09868
235,2019-01-31 20:12:46.100,32.75836836739302,-117.08574952403744,,4,2019-01-31 20:17:55.100,0 days 00:04:11,0 days 00:08:59,0 days 00:01:44,0 days 00:05:01,0 days 00:03:31,0 days,32.776485,-117.09868
236,2019-01-31 20:15:54.100,32.728054392701175,-117.07889065570164,,3,2019-01-31 20:18:04.100,0 days 00:04:26,0 days 00:06:43,0 days 00:01:42,0 days 00:07:00,0 days 00:05:45,0 days,32.724462,-117.048276
237,2019-01-31 20:22:04.100,32.71144054071796,-117.06445389343972,,1,2019-01-31 20:22:04.100,0 days 00:05:42,0 days 00:06:10,0 days 00:01:09,0 days 00:08:30,0 days 00:05:20,0 days,32.724462,-117.048276
238,2019-01-31 20:26:49.100,32.75693918051475,-117.09377245964468,,0,2019-01-31 20:26:49.100,0 days 00:01:05,0 days 00:07:21,0 days 00:01:23,0 days 00:09:50,0 days 00:02:47,0 days,32.776485,-117.09868
239,2019-01-31 20:30:32.100,32.805724458539146,-117.0826219383186,,2,2019-01-31 20:39:24.100,0 days 00:06:09,0 days 00:09:49,0 days 00:02:05,0 days 00:09:08,0 days 00:04:16,0 days,32.776485,-117.09868
240,2019-01-31 20:33:56.100,32.794250545988376,-117.13182742706148,,4,2019-01-31 20:41:21.100,0 days 00:02:44,0 days 00:06:03,0 days 00:02:12,0 days 00:05:13,0 days 00:03:31,0 days,32.776485,-117.09868
241,2019-01-31 20:39:48.100,32.813696654590714,-117.0899427221859,,3,2019-01-31 20:43:40.100,0 days 00:02:42,0 days 00:05:26,0 days 00:02:37,0 days 00:08:35,0 days 00:01:27,0 days,32.776485,-117.09868
242,2019-01-31 20:43:57.100,32.742264785706375,-117.12466284429578,,1,2019-01-31 20:48:55.100,0 days 00:04:25,0 days 00:09:39,0 days 00:00:33,0 days 00:08:18,0 days 00:05:15,0 days,32.736006,-117.127023
243,2019-01-31 20:50:48.100,32.80351916721661,-117.08130705960583,,0,2019-01-31 20:50:48.100,0 days 00:04:31,0 days 00:08:25,0 days 00:02:06,0 days 00:08:49,0 days 00:02:47,0 days,32.776485,-117.09868
244,2019-01-31 20:55:57.100,32.809721286938355,-117.02253433889072,,4,2019-01-31 21:01:04.100,0 days 00:08:26,0 days 00:07:33,0 days 00:04:58,0 days 00:06:15,0 days 00:03:31,0 days,32.776485,-117.09868
245,2019-01-31 20:58:58.100,32.79712661154745,-117.08731585876734,,3,2019-01-31 21:04:27.100,0 days 00:02:14,0 days 00:08:37,0 days 00:01:34,0 days 00:08:19,0 days 00:01:27,0 days,32.776485,-117.09868
246,2019-01-31 21:03:13.100,32.72759404555503,-117.0438464171468,,2,2019-01-31 21:10:51.100,0 days 00:01:50,0 days 00:05:21,0 days 00:00:21,0 days 00:06:06,0 days 00:01:24,0 days,32.724462,-117.048276
247,2019-01-31 21:08:31.100,32.7948090319416,-117.03970699298904,,1,2019-01-31 21:17:05.100,0 days 00:02:07,0 days 00:08:25,0 days 00:03:30,0 days 00:09:48,0 days 00:01:52,0 days,32.776485,-117.09868
248,2019-01-31 21:13:15.100,32.791247263826186,-117.0819248792164,,0,2019-01-31 21:17:26.100,0 days 00:03:45,0 days 00:05:53,0 days 00:01:21,0 days 00:08:39,0 days 00:02:47,0 days,32.776485,-117.09868
249,2019-01-31 21:18:33.100,32.81151548775715,-117.15841501786946,,2,2019-01-31 21:25:53.100,0 days 00:08:11,0 days 00:07:46,0 days 00:04:12,0 days 00:08:14,0 days 00:04:16,0 days,32.776485,-117.09868
250,2019-01-31 21:22:28.100,32.76222097465835,-117.04234747515213,,3,2019-01-31 21:26:38.100,0 days 00:04:43,0 days 00:09:39,0 days 00:02:50,0 days 00:07:59,0 days 00:05:45,0 days,32.724462,-117.048276
251,2019-01-31 21:26:08.100,32.73952487539229,-117.03305890127147,,4,2019-01-31 21:31:47.100,0 days 00:07:16,0 days 00:09:09,0 days 00:01:33,0 days 00:09:36,0 days 00:06:40,0 days,32.724462,-117.048276
252,2019-01-31 21:31:17.100,32.71944239072943,-117.16207786077898,,0,2019-01-31 21:39:51.100,0 days 00:04:30,0 days 00:05:59,0 days 00:02:12,0 days 00:08:01,0 days 00:02:20,0 days,32.736006,-117.127023
253,2019-01-31 21:36:53.100,32.754234617206976,-117.08893812269922,,1,2019-01-31 21:42:47.100,0 days 00:03:03,0 days 00:05:45,0 days 00:01:44,0 days 00:06:28,0 days 00:01:52,0 days,32.776485,-117.09868
254,2019-01-31 21:39:59.100,32.778610767485546,-117.16195724840412,,3,2019-01-31 21:57:34.100,0 days 00:02:33,0 days 00:06:09,0 days 00:03:38,0 days 00:06:42,0 days 00:03:08,0 days,32.736006,-117.127023
255,2019-01-31 21:43:17.100,32.8100884016591,-117.0543849493428,,2,2019-01-31 21:58:32.100,0 days 00:06:34,0 days 00:06:39,0 days 00:03:19,0 days 00:09:18,0 days 00:04:16,0 days,32.776485,-117.09868
256,2019-01-31 21:46:43.100,32.722975420491174,-117.0439445799348,,1,2019-01-31 22:01:39.100,0 days 00:05:10,0 days 00:08:59,0 days 00:00:15,0 days 00:10:00,0 days 00:05:20,0 days,32.724462,-117.048276
257,2019-01-31 21:53:31.100,32.775007264131354,-117.11724902729785,,0,2019-01-31 22:02:53.100,0 days 00:03:14,0 days 00:09:17,0 days 00:00:55,0 days 00:05:05,0 days 00:02:47,0 days,32.776485,-117.09868
258,2019-01-31 21:57:02.100,32.79799421661513,-117.16744769364028,,4,2019-01-31 22:06:01.100,0 days 00:02:17,0 days 00:06:23,0 days 00:04:00,0 days 00:05:33,0 days 00:03:31,0 days,32.776485,-117.09868
259,2019-01-31 22:02:12.100,32.772339040982104,-117.07388162474336,,3,2019-01-31 22:19:44.100,0 days 00:02:45,0 days 00:09:55,0 days 00:01:25,0 days 00:09:34,0 days 00:01:27,0 days,32.776485,-117.09868
260,2019-01-31 22:08:20.100,32.74116505371459,-117.0228217221962,,0,2019-01-31 22:24:11.100,0 days 00:03:40,0 days 00:07:56,0 days 00:01:56,0 days 00:06:45,0 days 00:02:33,0 days,32.724462,-117.048276
261,2019-01-31 22:11:47.100,32.73465154343632,-117.0932501692108,,4,2019-01-31 22:27:45.100,0 days 00:04:11,0 days 00:05:49,0 days 00:01:47,0 days 00:05:30,0 days 00:02:11,0 days,32.736006,-117.127023
262,2019-01-31 22:17:43.100,32.75221899916413,-117.14992343925628,,2,2019-01-31 22:28:38.100,0 days 00:05:16,0 days 00:08:41,0 days 00:01:49,0 days 00:06:35,0 days 00:03:39,0 days,32.736006,-117.127023
263,2019-01-31 22:23:08.100,32.770190649364594,-117.13217235334557,,1,2019-01-31 22:31:23.100,0 days 00:03:40,0 days 00:09:00,0 days 00:02:16,0 days 00:07:07,0 days 00:01:52,0 days,32.776485,-117.09868
264,2019-01-31 22:27:43.100,32.80840341965288,-117.01850100233628,,3,2019-01-31 22:44:50.100,0 days 00:06:07,0 days 00:09:17,0 days 00:05:05,0 days 00:08:11,0 days 00:01:27,0 days,32.776485,-117.09868
265,2019-01-31 22:32:39.100,32.81703490985721,-117.098269097028,,0,2019-01-31 22:47:01.100,0 days 00:05:28,0 days 00:08:42,0 days 00:02:44,0 days 00:09:58,0 days 00:02:47,0 days,32.776485,-117.09868
266,2019-01-31 22:39:17.100,32.75151265442236,-117.15757851833963,,4,2019-01-31 22:47:13.100,0 days 00:00:34,0 days 00:06:15,0 days 00:02:06,0 days 00:08:15,0 days 00:02:11,0 days,32.736006,-117.127023
267,2019-01-31 22:43:04.100,32.77404189252512,-117.12663227412736,,2,2019-01-31 22:54:38.100,0 days 00:05:02,0 days 00:05:47,0 days 00:01:27,0 days 00:05:31,0 days 00:04:16,0 days,32.776485,-117.09868
268,2019-01-31 22:48:08.100,32.75267398935137,-117.095172564001,,1,2019-01-31 22:55:18.100,0 days 00:02:57,0 days 00:06:36,0 days 00:01:52,0 days 00:09:20,0 days 00:05:15,0 days,32.736006,-117.127023
269,2019-01-31 22:54:46.100,32.78869677039502,-117.0194751722172,,4,2019-01-31 23:06:34.100,0 days 00:08:14,0 days 00:08:21,0 days 00:04:38,0 days 00:08:59,0 days 00:06:40,0 days,32.724462,-117.048276
270,2019-01-31 22:58:28.100,32.73137652485334,-117.16001280262778,,3,2019-01-31 23:14:57.100,0 days 00:04:22,0 days 00:06:51,0 days 00:02:06,0 days 00:06:46,0 days 00:03:08,0 days,32.736006,-117.127023
271,2019-01-31 23:01:36.100,32.71104789460815,-117.16446916474096,,0,2019-01-31 23:16:40.100,0 days 00:04:38,0 days 00:06:09,0 days 00:02:56,0 days 00:09:48,0 days 00:02:20,0 days,32.736006,-117.127023
272,2019-01-31 23:05:56.100,32.79365194342253,-117.11582018341473,,2,2019-01-31 23:16:41.100,0 days 00:05:40,0 days 00:05:05,0 days 00:01:31,0 days 00:08:25,0 days 00:04:16,0 days,32.776485,-117.09868
273,2019-01-31 23:11:35.100,32.71413749690083,-117.01927701456572,,1,2019-01-31 23:21:18.100,0 days 00:06:15,0 days 00:06:15,0 days 00:01:37,0 days 00:09:21,0 days 00:05:20,0 days,32.724462,-117.048276
274,2019-01-31 23:16:12.100,32.78908216769723,-117.10676019076844,,3,2019-01-31 23:38:10.100,0 days 00:00:57,0 days 00:07:21,0 days 00:00:56,0 days 00:05:17,0 days 00:01:27,0 days,32.776485,-117.09868
275,2019-01-31 23:19:23.100,32.75801678032046,-117.06802371055063,,2,2019-01-31 23:41:38.100,0 days 00:02:46,0 days 00:09:57,0 days 00:02:16,0 days 00:07:50,0 days 00:04:16,0 days,32.776485,-117.09868
276,2019-01-31 23:23:54.100,32.813139088612466,-117.05972730021168,,0,2019-01-31 23:42:31.100,0 days 00:05:24,0 days 00:05:25,0 days 00:03:32,0 days 00:06:52,0 days 00:02:47,0 days,32.776485,-117.09868
277,2019-01-31 23:29:12.100,32.77226523397014,-117.11389614372492,,4,2019-01-31 23:43:26.100,0 days 00:02:36,0 days 00:08:41,0 days 00:01:18,0 days 00:07:27,0 days 00:03:31,0 days,32.776485,-117.09868
278,2019-01-31 23:33:12.100,32.73083016285913,-117.12180635956597,,1,2019-01-31 23:50:06.100,0 days 00:04:57,0 days 00:09:32,0 days 00:00:35,0 days 00:07:24,0 days 00:05:15,0 days,32.736006,-117.127023
279,2019-01-31 23:37:47.100,32.73184405200822,-117.16715888587692,,3,2019-01-31 23:54:08.100,0 days 00:04:38,0 days 00:05:19,0 days 00:02:17,0 days 00:08:43,0 days 00:03:08,0 days,32.736006,-117.127023
280,2019-01-31 23:42:35.100,32.81339782860648,-117.14512872335978,,0,2019-02-01 00:06:31.100,0 days 00:06:03,0 days 00:10:00,0 days 00:03:49,0 days 00:05:25,0 days 00:02:47,0 days,32.776485,-117.09868
281,2019-01-31 23:48:28.100,32.7918755593618,-117.12538292772425,,4,2019-02-01 00:06:59.100,0 days 00:02:32,0 days 00:08:06,0 days 00:01:38,0 days 00:06:45,0 days 00:03:31,0 days,32.776485,-117.09868
282,2019-01-31 23:52:04.100,32.8193244469971,-117.07456559037249,,2,2019-02-01 00:08:43.100,0 days 00:06:55,0 days 00:09:59,0 days 00:03:05,0 days 00:07:13,0 days 00:04:16,0 days,32.776485,-117.09868
283,2019-01-31 23:56:58.100,32.734124898318385,-117.04463737427594,,1,2019-02-01 00:17:49.100,0 days 00:04:40,0 days 00:05:35,0 days 00:00:38,0 days 00:08:14,0 days 00:05:20,0 days,32.724462,-117.048276
284,2019-02-01 00:00:38.100,32.80647775110063,-117.05779296798556,,3,2019-02-01 00:18:13.100,0 days 00:03:56,0 days 00:05:08,0 days 00:03:02,0 days 00:07:55,0 days 00:01:27,0 days,32.776485,-117.09868
285,2019-02-01 00:06:27.100,32.76865174891524,-117.12810175617008,,4,2019-02-01 00:29:31.100,0 days 00:01:38,0 days 00:09:42,0 days 00:01:57,0 days 00:08:45,0 days 00:02:11,0 days,32.736006,-117.127023
286,2019-02-01 00:11:39.100,32.79734496540433,-117.11920144431777,,0,2019-02-01 00:34:35.100,0 days 00:04:28,0 days 00:10:00,0 days 00:01:41,0 days 00:08:34,0 days 00:02:47,0 days,32.776485,-117.09868
287,2019-02-01 00:15:39.100,32.76351013964506,-117.05369311299934,,3,2019-02-01 00:39:41.100,0 days 00:04:03,0 days 00:07:15,0 days 00:02:39,0 days 00:05:30,0 days 00:01:27,0 days,32.776485,-117.09868
288,2019-02-01 00:19:38.100,32.73675657857532,-117.06359275019268,,2,2019-02-01 00:40:11.100,0 days 00:01:28,0 days 00:08:06,0 days 00:01:09,0 days 00:09:24,0 days 00:01:24,0 days,32.724462,-117.048276
289,2019-02-01 00:24:10.100,32.81813943315096,-117.06460727843204,,1,2019-02-01 00:42:16.100,0 days 00:01:46,0 days 00:05:41,0 days 00:03:23,0 days 00:05:27,0 days 00:01:52,0 days,32.776485,-117.09868
290,2019-02-01 00:30:31.100,32.806170714766075,-117.04560923166996,,4,2019-02-01 00:53:44.100,0 days 00:06:48,0 days 00:06:44,0 days 00:03:38,0 days 00:09:03,0 days 00:03:31,0 days,32.776485,-117.09868
291,2019-02-01 00:36:07.100,32.738830874608624,-117.14628829063628,,1,2019-02-01 01:00:25.100,0 days 00:05:21,0 days 00:07:55,0 days 00:01:02,0 days 00:06:34,0 days 00:05:15,0 days,32.736006,-117.127023
292,2019-02-01 00:42:29.100,32.79700938427534,-117.06734938895994,,3,2019-02-01 01:00:35.100,0 days 00:03:09,0 days 00:06:17,0 days 00:02:15,0 days 00:08:21,0 days 00:01:27,0 days,32.776485,-117.09868
293,2019-02-01 00:46:32.100,32.819020823535084,-117.07068032576576,,2,2019-02-01 01:01:42.100,0 days 00:07:15,0 days 00:05:32,0 days 00:03:08,0 days 00:08:50,0 days 00:04:16,0 days,32.776485,-117.09868
294,2019-02-01 00:49:41.100,32.81949143666809,-117.16383889973292,,0,2019-02-01 01:02:05.100,0 days 00:07:05,0 days 00:05:26,0 days 00:04:45,0 days 00:06:30,0 days 00:02:47,0 days,32.776485,-117.09868
295,2019-02-01 00:55:57.100,32.779202035492595,-117.11651356229068,,3,2019-02-01 01:22:04.100,0 days 00:00:16,0 days 00:05:46,0 days 00:00:55,0 days 00:05:50,0 days 00:01:27,0 days,32.776485,-117.09868
296,2019-02-01 01:01:54.100,32.76362953981968,-117.15752797303011,,4,2019-02-01 01:23:28.100,0 days 00:00:07,0 days 00:09:29,0 days 00:02:35,0 days 00:06:00,0 days 00:02:11,0 days,32.736006,-117.127023
297,2019-02-01 01:05:26.100,32.794771452580555,-117.11566234669772,,1,2019-02-01 01:26:32.100,0 days 00:02:31,0 days 00:07:49,0 days 00:01:28,0 days 00:05:50,0 days 00:01:52,0 days,32.776485,-117.09868
298,2019-02-01 01:10:43.100,32.813803691839816,-117.11197901050186,,0,2019-02-01 01:28:38.100,0 days 00:05:20,0 days 00:07:16,0 days 00:02:39,0 days 00:05:34,0 days 00:02:47,0 days,32.776485,-117.09868
299,2019-02-01 01:17:25.100,32.74149140506381,-117.02907943011384,,2,2019-02-01 01:30:43.100,0 days 00:03:10,0 days 00:08:11,0 days 00:01:49,0 days 00:09:34,0 days 00:01:24,0 days,32.724462,-117.048276
300,2019-02-01 01:20:33.100,32.770006777160624,-117.06167467967032,,3,2019-02-01 01:36:18.100,0 days 00:03:25,0 days 00:09:05,0 days 00:02:27,0 days 00:08:00,0 days 00:01:27,0 days,32.776485,-117.09868
301,2019-02-01 01:26:47.100,32.78163009813498,-117.06959288943943,,4,2019-02-01 01:43:50.100,0 days 00:05:19,0 days 00:05:06,0 days 00:01:33,0 days 00:08:35,0 days 00:03:31,0 days,32.776485,-117.09868
302,2019-02-01 01:30:25.100,32.74685643133634,-117.11478912326795,,1,2019-02-01 01:46:02.100,0 days 00:03:54,0 days 00:05:01,0 days 00:01:08,0 days 00:09:07,0 days 00:05:15,0 days,32.736006,-117.127023
303,2019-02-01 01:35:16.100,32.750057385875124,-117.03199480655282,,0,2019-02-01 01:52:14.100,0 days 00:03:15,0 days 00:06:16,0 days 00:02:06,0 days 00:05:54,0 days 00:02:33,0 days,32.724462,-117.048276
304,2019-02-01 01:40:06.100,32.753707804461435,-117.0450416473622,,2,2019-02-01 01:54:51.100,0 days 00:03:00,0 days 00:06:32,0 days 00:02:01,0 days 00:09:23,0 days 00:01:24,0 days,32.724462,-117.048276
305,2019-02-01 01:43:39.100,32.78278890287578,-117.08455028848644,,3,2019-02-01 02:00:42.100,0 days 00:01:48,0 days 00:08:58,0 days 00:00:50,0 days 00:05:17,0 days 00:01:27,0 days,32.776485,-117.09868
306,2019-02-01 01:49:05.100,32.75742985728672,-117.13191118972998,,4,2019-02-01 02:07:54.100,0 days 00:01:29,0 days 00:07:54,0 days 00:01:24,0 days 00:09:47,0 days 00:02:11,0 days,32.736006,-117.127023
307,2019-02-01 01:55:42.100,32.72307587186649,-117.08777090253568,,1,2019-02-01 02:10:27.100,0 days 00:04:51,0 days 00:08:14,0 days 00:02:11,0 days 00:05:47,0 days 00:05:20,0 days,32.724462,-117.048276
308,2019-02-01 01:58:47.100,32.74802417365185,-117.04836546512416,,0,2019-02-01 02:12:18.100,0 days 00:02:36,0 days 00:06:46,0 days 00:01:52,0 days 00:06:18,0 days 00:02:33,0 days,32.724462,-117.048276
309,2019-02-01 02:02:28.100,32.758156149767835,-117.1077488885658,,2,2019-02-01 02:17:11.100,0 days 00:03:19,0 days 00:06:28,0 days 00:01:21,0 days 00:05:43,0 days 00:04:16,0 days,32.776485,-117.09868
310,2019-02-01 02:07:06.100,32.735214885957234,-117.10903694924724,,3,2019-02-01 02:19:02.100,0 days 00:03:20,0 days 00:07:09,0 days 00:00:49,0 days 00:07:33,0 days 00:03:08,0 days,32.736006,-117.127023
311,2019-02-01 02:11:56.100,32.78075234323604,-117.14210792907062,,4,2019-02-01 02:30:39.100,0 days 00:01:38,0 days 00:05:20,0 days 00:02:37,0 days 00:06:36,0 days 00:03:31,0 days,32.776485,-117.09868
312,2019-02-01 02:17:07.100,32.816124717194164,-117.1652383968972,,0,2019-02-01 02:32:23.100,0 days 00:07:05,0 days 00:06:49,0 days 00:04:29,0 days 00:07:21,0 days 00:02:47,0 days,32.776485,-117.09868
313,2019-02-01 02:20:17.100,32.78166217582221,-117.04269680475872,,1,2019-02-01 02:36:50.100,0 days 00:01:56,0 days 00:07:56,0 days 00:03:17,0 days 00:08:58,0 days 00:01:52,0 days,32.776485,-117.09868
314,2019-02-01 02:25:46.100,32.80835911685307,-117.1218893651139,,2,2019-02-01 02:38:18.100,0 days 00:06:55,0 days 00:06:55,0 days 00:02:32,0 days 00:06:28,0 days 00:04:16,0 days,32.776485,-117.09868
315,2019-02-01 02:31:57.100,32.72117700379891,-117.10011120229956,,3,2019-02-01 02:41:01.100,0 days 00:04:29,0 days 00:08:35,0 days 00:01:54,0 days 00:08:52,0 days 00:03:08,0 days,32.736006,-117.127023
316,2019-02-01 02:36:26.100,32.732846753977284,-117.08955348776712,,4,2019-02-01 02:50:21.100,0 days 00:04:11,0 days 00:05:38,0 days 00:02:00,0 days 00:05:10,0 days 00:02:11,0 days,32.736006,-117.127023
317,2019-02-01 02:41:50.100,32.739252481355855,-117.14181031007674,,1,2019-02-01 03:00:49.100,0 days 00:05:21,0 days 00:09:09,0 days 00:01:02,0 days 00:07:28,0 days 00:05:15,0 days,32.736006,-117.127023
318,2019-02-01 02:48:40.100,32.78609235771856,-117.08572737906437,,0,2019-02-01 03:00:54.100,0 days 00:03:20,0 days 00:07:54,0 days 00:00:50,0 days 00:08:36,0 days 00:02:47,0 days,32.776485,-117.09868
319,2019-02-01 02:52:09.100,32.798269183890355,-117.034812276697,,2,2019-02-01 03:05:24.100,0 days 00:06:07,0 days 00:07:35,0 days 00:04:06,0 days 00:09:54,0 days 00:04:16,0 days,32.776485,-117.09868
320,2019-02-01 02:59:07.100,32.745890568672145,-117.04955310227052,,3,2019-02-01 03:07:59.100,0 days 00:04:55,0 days 00:07:42,0 days 00:01:30,0 days 00:05:06,0 days 00:05:45,0 days,32.724462,-117.048276
321,2019-02-01 03:02:55.100,32.759263467773096,-117.12071855300886,,4,2019-02-01 03:09:31.100,0 days 00:02:10,0 days 00:09:54,0 days 00:01:39,0 days 00:08:58,0 days 00:02:11,0 days,32.736006,-117.127023
322,2019-02-01 03:09:20.100,32.743004861241566,-117.10131504908622,,0,2019-02-01 03:24:21.100,0 days 00:01:01,0 days 00:08:07,0 days 00:01:25,0 days 00:09:45,0 days 00:02:20,0 days,32.736006,-117.127023
323,2019-02-01 03:12:35.100,32.77454383285181,-117.1596658279865,,1,2019-02-01 03:29:04.100,0 days 00:05:08,0 days 00:06:27,0 days 00:03:38,0 days 00:08:43,0 days 00:05:15,0 days,32.736006,-117.127023
324,2019-02-01 03:17:19.100,32.81435810083269,-117.1148948607458,,3,2019-02-01 03:32:57.100,0 days 00:02:21,0 days 00:05:01,0 days 00:02:39,0 days 00:06:42,0 days 00:01:27,0 days,32.776485,-117.09868
325,2019-02-01 03:20:31.100,32.79402396003485,-117.16022025930688,,4,2019-02-01 03:34:23.100,0 days 00:02:00,0 days 00:07:52,0 days 00:03:46,0 days 00:07:11,0 days 00:03:31,0 days,32.776485,-117.09868
326,2019-02-01 03:26:43.100,32.81604566921572,-117.10994274888289,,2,2019-02-01 03:37:22.100,0 days 00:07:10,0 days 00:05:34,0 days 00:02:41,0 days 00:09:15,0 days 00:04:16,0 days,32.776485,-117.09868
327,2019-02-01 03:31:48.100,32.779278755615685,-117.03713953574533,,0,2019-02-01 03:46:59.100,0 days 00:04:13,0 days 00:08:02,0 days 00:03:27,0 days 00:09:54,0 days 00:02:47,0 days,32.776485,-117.09868
328,2019-02-01 03:35:42.100,32.75896912160852,-117.09030679094576,,3,2019-02-01 03:51:07.100,0 days 00:01:57,0 days 00:09:04,0 days 00:01:12,0 days 00:06:33,0 days 00:01:27,0 days,32.776485,-117.09868
329,2019-02-01 03:41:10.100,32.78657283739361,-117.14148886294,,1,2019-02-01 03:58:15.100,0 days 00:03:51,0 days 00:05:42,0 days 00:02:24,0 days 00:05:21,0 days 00:01:52,0 days,32.776485,-117.09868
330,2019-02-01 03:47:38.100,32.75200903924228,-117.11632426150793,,4,2019-02-01 03:58:43.100,0 days 00:02:15,0 days 00:06:03,0 days 00:01:15,0 days 00:06:45,0 days 00:02:11,0 days,32.736006,-117.127023
331,2019-02-01 03:53:16.100,32.81297034376229,-117.11163078817717,,2,2019-02-01 04:06:18.100,0 days 00:07:01,0 days 00:09:33,0 days 00:02:39,0 days 00:07:00,0 days 00:04:16,0 days,32.776485,-117.09868
332,2019-02-01 03:56:23.100,32.719676070927626,-117.16370532641244,,3,2019-02-01 04:11:20.100,0 days 00:05:16,0 days 00:09:17,0 days 00:02:37,0 days 00:09:31,0 days 00:03:08,0 days,32.736006,-117.127023
333,2019-02-01 04:03:02.100,32.77176866473196,-117.12348789879093,,0,2019-02-01 04:15:22.100,0 days 00:03:06,0 days 00:06:50,0 days 00:01:27,0 days 00:09:31,0 days 00:02:47,0 days,32.776485,-117.09868
334,2019-02-01 04:07:21.100,32.77830508817513,-117.12780791561376,,4,2019-02-01 04:17:12.100,0 days 00:01:55,0 days 00:09:53,0 days 00:01:55,0 days 00:09:11,0 days 00:03:31,0 days,32.776485,-117.09868
335,2019-02-01 04:11:40.100,32.811811164104874,-117.03556680194724,,1,2019-02-01 04:17:25.100,0 days 00:02:44,0 days 00:08:24,0 days 00:04:30,0 days 00:06:48,0 days 00:01:52,0 days,32.776485,-117.09868
336,2019-02-01 04:17:34.100,32.73917623237579,-117.0461382734968,,2,2019-02-01 04:36:47.100,0 days 00:02:08,0 days 00:06:05,0 days 00:01:13,0 days 00:05:36,0 days 00:01:24,0 days,32.724462,-117.048276
337,2019-02-01 04:24:12.100,32.79697460789164,-117.1663042686762,,0,2019-02-01 04:39:03.100,0 days 00:06:00,0 days 00:08:18,0 days 00:04:00,0 days 00:06:35,0 days 00:02:47,0 days,32.776485,-117.09868
338,2019-02-01 04:27:41.100,32.72494112596424,-117.15556813282134,,3,2019-02-01 04:41:09.100,0 days 00:04:35,0 days 00:07:33,0 days 00:01:52,0 days 00:09:44,0 days 00:03:08,0 days,32.736006,-117.127023
339,2019-02-01 04:31:19.100,32.77556142026593,-117.07555573020753,,1,2019-02-01 04:41:43.100,0 days 00:01:22,0 days 00:05:14,0 days 00:01:30,0 days 00:05:12,0 days 00:01:52,0 days,32.776485,-117.09868
340,2019-02-01 04:35:44.100,32.768157065788856,-117.13610761877617,,4,2019-02-01 04:43:37.100,0 days 00:01:07,0 days 00:05:12,0 days 00:02:15,0 days 00:07:44,0 days 00:02:11,0 days,32.736006,-117.127023
341,2019-02-01 04:40:19.100,32.746710897663284,-117.0624419525254,,2,2019-02-01 04:53:13.100,0 days 00:02:16,0 days 00:08:11,0 days 00:01:54,0 days 00:05:23,0 days 00:01:24,0 days,32.724462,-117.048276
342,2019-02-01 04:46:33.100,32.804599807506555,-117.13865580412048,,1,2019-02-01 04:56:53.100,0 days 00:03:41,0 days 00:07:42,0 days 00:02:59,0 days 00:09:46,0 days 00:01:52,0 days,32.776485,-117.09868
343,2019-02-01 04:52:42.100,32.73286413784328,-117.04107426336564,,4,2019-02-01 05:02:06.100,0 days 00:07:00,0 days 00:08:11,0 days 00:00:59,0 days 00:07:42,0 days 00:06:40,0 days,32.724462,-117.048276
344,2019-02-01 04:55:51.100,32.75242126074195,-117.09921710909786,,0,2019-02-01 05:06:43.100,0 days 00:01:12,0 days 00:07:26,0 days 00:01:41,0 days 00:05:55,0 days 00:02:20,0 days,32.736006,-117.127023
345,2019-02-01 04:58:58.100,32.79202939969841,-117.14731921013302,,3,2019-02-01 05:08:01.100,0 days 00:01:49,0 days 00:08:28,0 days 00:03:08,0 days 00:09:00,0 days 00:01:27,0 days,32.776485,-117.09868
346,2019-02-01 05:04:53.100,32.780652654531195,-117.0576850536825,,2,2019-02-01 05:12:21.100,0 days 00:04:28,0 days 00:05:10,0 days 00:02:21,0 days 00:08:38,0 days 00:04:16,0 days,32.776485,-117.09868
347,2019-02-01 05:11:40.100,32.779261111054204,-117.04649095360924,,1,2019-02-01 05:22:53.100,0 days 00:01:56,0 days 00:07:34,0 days 00:03:04,0 days 00:08:08,0 days 00:01:52,0 days,32.776485,-117.09868
348,2019-02-01 05:15:34.100,32.81386411523917,-117.07822548526612,,0,2019-02-01 05:25:17.100,0 days 00:05:18,0 days 00:06:16,0 days 00:02:40,0 days 00:09:43,0 days 00:02:47,0 days,32.776485,-117.09868
